Zeitstempel,data_NO2,data_O3,data_pm10,data_pm25,data_sht_temp,RLF,p-Luft,Nsch,WIR,WIV
2024-11-27 04:14:00,27.76,0.865,13.452,10.987,4.896,95.91,1005,0,52,0.1
2024-11-27 04:15:00,25.274,0.532,13.133,11.022,4.871,95.917,1005,0,104.5,0.1
2024-11-27 04:16:00,22.979,0.765,12.828,10.91,4.859,95.92,1005,0,101,0
2024-11-27 04:17:00,23.744,0.2,13.073,10.815,4.834,95.933,1005,0,101,0
2024-11-27 04:18:00,25.466,0.166,13.242,10.703,4.822,95.94,1005,0,157.364,0.3
2024-11-27 04:19:00,23.553,-0.765,13.35,10.515,4.807,95.947,1005,0,125.905,0.183
2024-11-27 04:20:00,20.557,-0.233,13.437,10.275,4.799,95.95,1005,0,135,0
2024-11-27 04:21:00,20.844,-1.231,13.378,9.984,4.773,95.95,1005,0,67.819,0.15
2024-11-27 04:22:00,23.84,0.1,12.788,9.725,4.76,95.95,1005,0,20.961,0.633
2024-11-27 04:23:00,25.529,0,12.392,9.61,4.75,95.963,1005,0,37.437,0.5
2024-11-27 04:24:00,26.358,0.998,12.395,9.693,4.745,95.97,1005,0,53.401,0.483
2024-11-27 04:25:00,26.039,0.898,12.215,9.885,4.75,95.997,1005,0,51.731,0.367
2024-11-27 04:26:00,26.294,-0.665,12.138,10.158,4.752,96.01,1005,0,69.335,0.3
2024-11-27 04:27:00,26.231,-0.499,12.32,10.46,4.767,96.043,1005,0,89.255,0.2
2024-11-27 04:28:00,26.645,0.898,12.425,10.605,4.775,96.06,1005,0,86,0.1
2024-11-27 04:29:00,27.314,1.098,12.29,10.53,4.791,96.08,1005,0,101,0.05
2024-11-27 04:30:00,27.41,1.496,12.375,10.385,4.799,96.09,1005,0,47.82,0.533
2024-11-27 04:31:00,27.282,1.064,12.835,10.34,4.839,96.13,1005,0,45.314,0.117
2024-11-27 04:32:00,27.441,0.732,13.287,10.537,4.859,96.15,1005,0,31,0.05
2024-11-27 04:33:00,28.111,0,13.668,10.948,4.902,96.183,1005,0,31,0
2024-11-27 04:34:00,26.868,-1.929,14.723,11.87,4.924,96.2,1005,0,31,0
2024-11-27 04:35:00,24.605,0.699,16.288,13.253,4.941,96.187,1005,0,31,0
2024-11-27 04:36:00,23.808,2.694,16.858,14.028,4.95,96.18,1005,0,59,0.05
2024-11-27 04:37:00,25.848,3.458,16.505,13.855,4.95,96.153,1005,0,59,0
2024-11-27 04:38:00,26.199,3.026,16.25,13.507,4.95,96.14,1005,0,59,0
2024-11-27 04:39:00,22.724,1.696,15.392,12.77,4.95,96.12,1005,0,213.5,0.1
2024-11-27 04:40:00,20.717,1.895,13.537,11.215,4.95,96.11,1005,0,259,0.1
2024-11-27 04:41:00,21.736,3.99,12.222,9.928,4.924,96.07,1005,0,255.771,0.2
2024-11-27 04:42:00,20.685,3.059,11.747,9.411,4.911,96.05,1005,0,222.438,0.167
2024-11-27 04:43:00,20.175,2.361,11.365,9.056,4.878,96.01,1005,0,270,0.05
2024-11-27 04:44:00,19.41,3.624,11.132,8.693,4.861,95.99,1005,0,285.397,0.167
2024-11-27 04:45:00,21.29,3.458,10.94,8.527,4.833,95.963,1005,0,281.689,0.55
2024-11-27 04:46:00,22.342,2.86,10.805,8.532,4.819,95.95,1005,0,239.009,0.35
2024-11-27 04:47:00,21.96,4.888,10.82,8.608,4.819,95.957,1005,0,118.104,0.367
2024-11-27 04:48:00,20.206,1.63,10.895,8.549,4.819,95.96,1005,0,123.857,0.117
2024-11-27 04:49:00,22.501,2.128,11.025,8.492,4.798,95.927,1005,0,121,0
2024-11-27 04:50:00,24.541,0.765,11.555,8.58,4.787,95.91,1005,0,62.074,0.217
2024-11-27 04:51:00,23.713,-0.299,11.79,8.576,4.787,95.917,1005,0,52.714,0.333
2024-11-27 04:52:00,22.565,-1.064,11.72,8.514,4.787,95.92,1005,0,136.489,0.567
2024-11-27 04:53:00,24.254,2.328,11.822,8.605,4.789,95.913,1005,0,158.93,1.083
2024-11-27 04:54:00,23.713,4.822,12.685,9.036,4.79,95.91,1005,0,174.153,1.2
2024-11-27 04:55:00,22.948,3.392,13.497,9.536,4.818,95.943,1005,0,178.201,0.65
2024-11-27 04:56:00,23.139,0.765,13.64,9.812,4.832,95.96,1005,0,182.827,0.467
2024-11-27 04:57:00,23.585,1.829,13.62,9.941,4.843,95.953,1005,0,150.659,0.25
2024-11-27 04:58:00,22.438,1.497,13.6,9.972,4.849,95.95,1005,0,110.199,0.417
2024-11-27 04:59:00,21.769,1.43,13.502,9.78,4.877,95.957,1005,0,39.5,0.1
2024-11-27 05:00:00,22.374,1.264,13.717,9.418,4.891,95.96,1005,0,5.786,0.25
2024-11-27 05:01:00,22.947,2.095,13.637,9.121,4.902,95.933,1005,0,12.651,0.15
2024-11-27 05:02:00,22.246,1.43,13.212,8.894,4.908,95.92,1005,0,88.237,0.5
2024-11-27 05:03:00,21.545,0.965,12.955,8.741,4.926,95.9,1005,0,81.488,0.583
2024-11-27 05:04:00,22.374,0.566,12.102,8.575,4.935,95.89,1005,0,89.666,0.3
2024-11-27 05:05:00,23.426,0.266,10.51,8.336,4.935,95.857,1005,0,96,0
2024-11-27 05:06:00,23.203,0,9.733,8.175,4.935,95.84,1005,0,96,0
2024-11-27 05:07:00,24.031,-1.463,10.33,8.227,4.935,95.82,1005,0,225,0.05
2024-11-27 05:08:00,24.318,1.131,10.9,8.267,4.935,95.81,1005,0,225,0
2024-11-27 05:09:00,21.769,0.466,11.515,8.237,4.935,95.797,1005,0,18.219,0.233
2024-11-27 05:10:00,22.246,0.1,12.08,8.266,4.935,95.79,1005,0,45,0
2024-11-27 05:11:00,22.438,1.098,12.363,8.342,4.949,95.803,1005,0,152,0.1
2024-11-27 05:12:00,20.781,1.33,12.758,8.377,4.956,95.81,1005,0,183.417,0.167
2024-11-27 05:13:00,20.94,0.732,12.737,8.365,4.956,95.797,1005,0,185.5,0.1
2024-11-27 05:14:00,21.896,-0.1,12.087,8.372,4.956,95.79,1005,0,121.984,0.267
2024-11-27 05:15:00,23.012,0.299,11.387,8.354,4.956,95.783,1005,0,108.006,0.417
2024-11-27 05:16:00,22.565,-0.765,10.838,8.314,4.956,95.78,1005,0,91.598,0.25
2024-11-27 05:17:00,25.465,0.765,10.217,8.405,4.967,95.787,1005,0,88.262,0.2
2024-11-27 05:18:00,26.772,1.197,10.105,8.609,4.973,95.79,1005,0,54.983,0.367
2024-11-27 05:19:00,26.071,0.732,10.812,8.894,4.984,95.79,1005,0,77.848,0.55
2024-11-27 05:20:00,26.74,-0.565,12.702,9.223,4.99,95.79,1005,0,81.117,0.267
2024-11-27 05:21:00,25.688,-0.466,15.162,9.566,4.989,95.783,1005,0,90,0
2024-11-27 05:22:00,27.409,-0.333,17.14,9.826,4.988,95.78,1005,0,90,0
2024-11-27 05:23:00,29.672,-0.333,18.038,9.984,4.988,95.78,1005,0,5.602,0.167
2024-11-27 05:24:00,29.577,-0.831,18.087,10.082,4.988,95.78,1005,0,11.618,0.433
2024-11-27 05:25:00,30.979,-1.397,17.605,10.165,4.988,95.78,1005,0,30.885,0.717
2024-11-27 05:26:00,28.398,-0.366,16.55,10.315,4.988,95.78,1005,0,42.528,0.6
2024-11-27 05:27:00,27.059,-0.466,15.385,10.44,4.977,95.767,1005,0,12.408,0.25
2024-11-27 05:28:00,28.429,-0.333,15.455,10.585,4.971,95.76,1005,0,1.747,0.433
2024-11-27 05:29:00,28.047,-0.898,16.31,10.805,4.96,95.76,1005,0,353.304,0.717
2024-11-27 05:30:00,26.676,0.466,17.025,10.98,4.955,95.76,1005,0,359.985,0.95
2024-11-27 05:31:00,27.665,-0.233,17.595,11.098,4.949,95.767,1005,0,8.663,1
2024-11-27 05:32:00,31.043,0.3,19.223,11.348,4.946,95.77,1005,0,7.659,0.75
2024-11-27 05:33:00,32.095,-1.064,21.133,11.677,4.956,95.803,1005,0,6.417,0.667
2024-11-27 05:34:00,30.437,0.166,21.903,11.908,4.961,95.82,1005,0,346.01,0.733
2024-11-27 05:35:00,28.015,0.466,21.837,12.023,4.972,95.84,1005,0,345.927,0.933
2024-11-27 05:36:00,29.864,1.364,23.108,12.243,4.978,95.85,1005,0,353.946,0.533
2024-11-27 05:37:00,29.959,2.095,24.38,12.463,4.989,95.877,1005,0,33.157,0.367
2024-11-27 05:38:00,28.334,-0.266,23.817,12.342,4.995,95.89,1005,0,84.352,0.15
2024-11-27 05:39:00,28.653,0.266,22.607,11.97,5.005,95.903,1005,0,106.302,0.283
2024-11-27 05:40:00,28.238,-0.1,22.187,11.645,5.01,95.91,1005,0,133.259,0.417
2024-11-27 05:41:00,28.207,0.133,20.698,11.195,5.026,95.923,1005,0,129.014,0.3
2024-11-27 05:42:00,26.262,0.399,17.908,10.508,5.034,95.93,1005,0,115.352,0.433
2024-11-27 05:43:00,26.358,0.798,16.105,9.992,5.023,95.903,1005,0,129.814,0.367
2024-11-27 05:44:00,26.135,0.998,15.4,9.697,5.017,95.89,1005,0,94.33,0.533
2024-11-27 05:45:00,26.231,-0.067,14.58,9.351,4.979,95.837,1005,0,89.089,0.417
2024-11-27 05:46:00,26.9,0.565,12.97,8.923,4.96,95.81,1005,0,72.43,0.383
2024-11-27 05:47:00,28.174,1.463,11.645,8.664,4.906,95.757,1005,0,60.184,0.367
2024-11-27 05:48:00,26.677,0.865,11.13,8.615,4.879,95.73,1005,0,38.497,0.4
2024-11-27 05:49:00,24.7,1.064,10.767,8.539,4.82,95.697,1005,0,57.108,0.533
2024-11-27 05:50:00,25.178,-0.632,11.023,8.55,4.79,95.68,1005,0,64.996,0.433
2024-11-27 05:51:00,24.063,1.23,12.037,8.764,4.719,95.64,1005,0,79,0.1
2024-11-27 05:52:00,24.063,1.53,12.902,8.95,4.683,95.62,1005,0,45,0.1
2024-11-27 05:53:00,24.095,-0.1,13,8.996,4.617,95.613,1005,0,58,0.15
2024-11-27 05:54:00,23.84,2.527,12.945,9.098,4.584,95.61,1005,0,60,0
2024-11-27 05:55:00,24.222,2.128,12.807,9.241,4.545,95.643,1005,0,28.5,0.2
2024-11-27 05:56:00,23.999,0.765,12.303,9.271,4.525,95.66,1005,0,41.69,0.467
2024-11-27 05:57:00,24.701,0.665,11.977,9.235,4.496,95.7,1005,0,75.293,0.35
2024-11-27 05:58:00,28.908,-0.399,12.245,9.274,4.481,95.72,1005,0,17.262,0.417
2024-11-27 05:59:00,29.417,-0.2,12.795,9.341,4.454,95.747,1005,0,1.652,0.35
2024-11-27 06:00:00,27.25,0.732,13.057,9.345,4.441,95.76,1005,0,24.099,0.267
2024-11-27 06:01:00,26.9,0.632,13.212,9.345,4.418,95.793,1005,0,33.669,0.35
2024-11-27 06:02:00,27.155,0.3,13.09,9.334,4.407,95.81,1005,0,64.324,0.3
2024-11-27 06:03:00,25.402,-0.965,12.67,9.246,4.385,95.83,1005,0,73,0.05
2024-11-27 06:04:00,25.497,0.532,12.105,9.125,4.374,95.84,1005,0,135,0.1
2024-11-27 06:05:00,29.163,0.699,11.615,9.062,4.337,95.84,1005,0,120.93,0.35
2024-11-27 06:06:00,28.079,0.798,11.13,8.982,4.318,95.84,1005,0,125.656,0.15
2024-11-27 06:07:00,25.051,-0.931,10.85,8.912,4.288,95.835,1005,0,121,0
2024-11-27 06:08:00,26.007,0.233,10.84,8.928,4.258,95.83,1005,0,121,0
2024-11-27 06:09:00,26.868,0.266,10.77,9.015,4.226,95.84,1005,0,66,0.1
2024-11-27 06:10:00,29.513,0.998,10.912,9.201,4.194,95.85,1005,0,103.662,0.217
2024-11-27 06:11:00,29.736,0.765,11.443,9.476,4.17,95.87,1005,0,127,0
2024-11-27 06:12:00,28.525,0.732,12.31,9.788,4.145,95.89,1005,0,349,0.05
2024-11-27 06:13:00,29.609,-0.266,14.04,10.129,4.135,95.925,1005,0,117.27,0.25
2024-11-27 06:14:00,28.684,0.965,15.723,10.337,4.124,95.96,1005,0,79,0.05
2024-11-27 06:15:00,29.131,0.033,16.922,10.36,4.118,95.99,1005,0,79,0
2024-11-27 06:16:00,28.015,1.53,17.647,10.282,4.112,96.02,1005,0,79,0
2024-11-27 06:17:00,33.019,2.062,17.992,10.225,4.109,96.05,1005,0,11,0.05
2024-11-27 06:18:00,39.744,0.166,16.987,10.093,4.105,96.08,1005,0,90,0.05
2024-11-27 06:19:00,36.94,0.599,15.153,9.919,4.104,96.095,1005,0,87.875,0.267
2024-11-27 06:20:00,35.537,-1.53,14.048,9.877,4.102,96.11,1005,0,79,0
2024-11-27 06:21:00,35.314,-0.931,13.74,9.956,4.089,96.115,1005,0,68,0.1
2024-11-27 06:22:00,33.975,0.033,14,10.045,4.075,96.12,1005,0,101.113,0.25
2024-11-27 06:23:00,30.214,-1.197,14.71,10.09,4.042,96.095,1005,0,110.781,0.15
2024-11-27 06:24:00,29.003,-1.596,15.76,10.16,4.008,96.07,1005,0,72,0.05
2024-11-27 06:25:00,28.461,-0.566,16.495,10.195,3.979,96.065,1005,0,72,0
2024-11-27 06:26:00,27.282,0.1,16.585,10.055,3.949,96.06,1005,0,73,0.05
2024-11-27 06:27:00,30.437,1.197,16.563,9.889,3.915,96.05,1005,0,73,0
2024-11-27 06:28:00,31.999,0.732,16.445,9.784,3.88,96.04,1005,0,90,0.1
2024-11-27 06:29:00,31.935,-0.166,17.325,9.889,3.848,96.045,1005,0,90,0.1
2024-11-27 06:30:00,32.382,0.166,18.46,10.064,3.816,96.05,1005,0,90,0
2024-11-27 06:31:00,33.242,1.463,18.393,10.17,3.794,96.06,1005,0,79,0.05
2024-11-27 06:32:00,31.808,0.599,17.652,10.253,3.771,96.07,1005,0,79,0
2024-11-27 06:33:00,35.696,1.397,16.822,10.428,3.759,96.095,1005,0,79,0
2024-11-27 06:34:00,36.429,2.328,15.8,10.495,3.746,96.12,1005,0,79,0
2024-11-27 06:35:00,29.832,1.995,14.275,10.368,3.731,96.135,1005,0,79,0
2024-11-27 06:36:00,28.78,0.832,13.463,10.17,3.716,96.15,1005,0,147.5,0.1
2024-11-27 06:37:00,31.043,0.166,13.51,9.969,3.709,96.17,1005,0,131.659,0.567
2024-11-27 06:38:00,32.19,0.898,13.672,9.831,3.701,96.19,1005,0,112.366,0.533
2024-11-27 06:39:00,31.298,2.394,14.128,9.778,3.704,96.215,1005,0,96.002,0.3
2024-11-27 06:40:00,31.075,0.665,14.54,9.761,3.706,96.24,1005,0,85.251,0.2
2024-11-27 06:41:00,30.278,1.53,14.612,9.784,3.696,96.24,1005,0,88.503,0.267
2024-11-27 06:42:00,31.553,1.197,14.905,9.879,3.685,96.24,1005,0,80,0.15
2024-11-27 06:43:00,32.541,-0.067,16.233,10.039,3.669,96.235,1005,0,79,0
2024-11-27 06:44:00,33.147,0.432,16.987,10.117,3.652,96.23,1005,0,47.83,0.167
2024-11-27 06:45:00,33.402,-0.931,16.542,10.13,3.636,96.235,1005,0,62.405,0.333
2024-11-27 06:46:00,32.031,-0.466,16.635,10.173,3.62,96.24,1005,0,83.83,0.333
2024-11-27 06:47:00,31.68,-0.133,17.155,10.163,3.608,96.245,1005,0,79,0
2024-11-27 06:48:00,32.732,0.931,16.103,9.935,3.595,96.25,1005,0,79,0
2024-11-27 06:49:00,31.776,-0.399,14.693,9.558,3.559,96.235,1005,0,107.335,0.15
2024-11-27 06:50:00,30.724,-0.067,14.972,9.257,3.523,96.22,1005,0,105.001,0.117
2024-11-27 06:51:00,32.031,0.2,14.975,9.065,3.514,96.235,1005,0,89.783,0.183
2024-11-27 06:52:00,34.676,0.033,14.053,8.998,3.504,96.25,1005,0,191,0.05
2024-11-27 06:53:00,34.071,0.033,13.665,9.029,3.504,96.275,1005,0,191,0
2024-11-27 06:54:00,32.605,-1.896,13.693,9.118,3.504,96.3,1005,0,47.292,0.15
2024-11-27 06:55:00,30.183,-0.832,13.665,9.257,3.505,96.305,1005,0,25.09,0.367
2024-11-27 06:56:00,31.234,1.663,13.677,9.31,3.506,96.31,1005,0,17.637,0.5
2024-11-27 06:57:00,31.648,1.098,14.202,9.377,3.51,96.32,1005,0,22.634,0.367
2024-11-27 06:58:00,31.107,0.433,15.305,9.754,3.514,96.33,1005,0,31,0
2024-11-27 06:59:00,31.33,0.831,16.657,10.299,3.534,96.355,1005,0,31,0
2024-11-27 07:00:00,29.896,2.527,17.55,10.595,3.554,96.38,1005,0,31,0
2024-11-27 07:01:00,31.744,1.264,18.223,10.9,3.571,96.395,1005,0,56,0.133
2024-11-27 07:02:00,33.21,1.297,18.985,11.263,3.588,96.41,1005,0,8.058,0.233
2024-11-27 07:03:00,33.21,1.496,18.923,11.288,3.604,96.43,1005,0,349,0
2024-11-27 07:04:00,32.413,0.998,17.827,10.9,3.62,96.45,1005,0,349,0
2024-11-27 07:05:00,31.298,0.333,16.052,10.482,3.635,96.47,1005,0,349,0
2024-11-27 07:06:00,31.298,0.1,14.498,10.147,3.65,96.49,1005,0,349,0
2024-11-27 07:07:00,31.011,-0.499,13.13,9.741,3.666,96.5,1005,0,349,0
2024-11-27 07:08:00,30.469,0.532,12.435,9.319,3.682,96.51,1005,0,256.714,0.233
2024-11-27 07:09:00,30.724,1.463,12.53,9.066,3.678,96.495,1005,0,248,0.067
2024-11-27 07:10:00,29.194,1.796,12.818,8.949,3.674,96.48,1005,0,248,0
2024-11-27 07:11:00,29.322,1.231,13.068,8.848,3.662,96.46,1005,0,248,0
2024-11-27 07:12:00,30.947,1.63,13.422,8.839,3.649,96.44,1005,0,351.1,0.167
2024-11-27 07:13:00,32.445,1.397,14.49,9.05,3.634,96.42,1005,0,357.081,0.4
2024-11-27 07:14:00,33.083,1.031,15.515,9.304,3.618,96.4,1005,0,18.836,0.5
2024-11-27 07:15:00,31.426,1.098,16.192,9.595,3.614,96.4,1005,0,8.818,0.583
2024-11-27 07:16:00,31.903,1.995,16.668,10.014,3.61,96.4,1005,0,358.314,0.617
2024-11-27 07:17:00,31.935,0.898,17.212,10.495,3.607,96.405,1005,0,354.492,0.85
2024-11-27 07:18:00,33.975,1.729,17.332,10.762,3.603,96.41,1005,0,3.655,0.7
2024-11-27 07:19:00,36.429,1.264,17.603,10.972,3.619,96.43,1005,0,359.99,0.983
2024-11-27 07:20:00,37.258,0.133,18.608,11.338,3.635,96.45,1005,0,353.573,0.9
2024-11-27 07:21:00,40.573,2.627,19.255,11.68,3.655,96.48,1005,0,15.829,1.05
2024-11-27 07:22:00,40.477,-0.233,19.4,11.865,3.675,96.51,1005,0,15.193,0.917
2024-11-27 07:23:00,39.808,0.798,20.475,12.16,3.703,96.54,1005,0,40.57,0.683
2024-11-27 07:24:00,39.393,0.965,22.05,12.56,3.731,96.57,1005,0,1.687,0.833
2024-11-27 07:25:00,43.696,0.665,23.16,12.85,3.764,96.6,1005,0,353.386,0.95
2024-11-27 07:26:00,40.796,1.397,24.055,12.995,3.796,96.63,1005,0,349.998,0.883
2024-11-27 07:27:00,45.035,2.826,25.317,13.11,3.824,96.65,1005,0,349.894,0.517
2024-11-27 07:28:00,46.756,1.164,26.373,13.232,3.852,96.67,1005,0,2.346,0.533
2024-11-27 07:29:00,46.947,1.729,25.513,13.225,3.88,96.68,1005,0,349.293,0.683
2024-11-27 07:30:00,48.668,2.527,23.895,13.105,3.907,96.69,1005,0,338.873,1.05
2024-11-27 07:31:00,45.449,-0.399,23.29,13.08,3.927,96.69,1005,0,342.91,0.783
2024-11-27 07:32:00,43.058,1.762,23.595,13.14,3.947,96.69,1005,0,10.916,0.433
2024-11-27 07:33:00,43.664,1.729,22.662,13.062,3.955,96.68,1005,0,354.557,1.1
2024-11-27 07:34:00,43.25,1.231,21.312,12.893,3.962,96.67,1005,0,355.916,0.567
2024-11-27 07:35:00,41.529,1.43,21.373,12.837,3.963,96.66,1005,0,30.068,0.517
2024-11-27 07:36:00,38.883,1.463,21.302,12.718,3.964,96.65,1005,0,27.152,0.683
2024-11-27 07:37:00,40.445,1.43,21.115,12.593,3.964,96.65,1005,0,8.962,0.483
2024-11-27 07:38:00,43.664,1.264,21.608,12.565,3.964,96.65,1005,0,352,0
2024-11-27 07:39:00,43.569,1.364,21.865,12.51,3.961,96.645,1005,0,45,0.05
2024-11-27 07:40:00,44.365,2.527,21.645,12.473,3.957,96.64,1005,0,22.388,0.4
2024-11-27 07:41:00,46.501,2.228,22.177,12.645,3.957,96.64,1005,0,78.255,0.383
2024-11-27 07:42:00,45.417,1.231,22.427,12.817,3.957,96.64,1005,0,76.533,0.65
2024-11-27 07:43:00,42.868,1.297,22.238,12.973,3.968,96.65,1005,0,51.288,0.5
2024-11-27 07:44:00,40.828,1.862,22.888,13.182,3.979,96.66,1005,0,37.623,0.45
2024-11-27 07:45:00,38.947,1.53,23.807,13.298,3.987,96.665,1005,0,85.121,0.25
2024-11-27 07:46:00,37.29,2.328,23.885,13.225,3.994,96.67,1005,0,61.423,0.517
2024-11-27 07:47:00,39.106,1.53,23.29,13.03,4.002,96.67,1005,0,16.64,0.7
2024-11-27 07:48:00,36.908,2.028,22.335,12.735,4.009,96.67,1005,0,8.084,0.683
2024-11-27 07:49:00,37.577,4.256,22.075,12.57,4.018,96.67,1005,0,343.736,0.55
2024-11-27 07:50:00,38.469,1.596,22.35,12.51,4.026,96.67,1005,0,354.318,0.483
2024-11-27 07:51:00,35.951,1.729,22.467,12.457,4.034,96.68,1005,0,2.643,0.75
2024-11-27 07:52:00,36.78,1.763,22.885,12.465,4.041,96.69,1005,0,354.651,0.75
2024-11-27 07:53:00,35.09,-0.1,23.115,12.477,4.051,96.695,1005,0,352.885,0.567
2024-11-27 07:54:00,35.059,0.1,22.238,12.363,4.06,96.7,1005,0,1.472,0.667
2024-11-27 07:55:00,36.716,0.898,21.053,12.375,4.069,96.7,1005,0,352.379,0.617
2024-11-27 07:56:00,37.417,1.43,20.732,12.602,4.077,96.7,1005,0,22.039,0.367
2024-11-27 07:57:00,35.887,2.361,20.777,12.778,4.084,96.705,1005,0,25.586,0.467
2024-11-27 07:58:00,35.888,1.663,21.19,13.037,4.09,96.71,1005,0,0.26,0.433
2024-11-27 07:59:00,38.437,1.796,22.692,13.453,4.099,96.715,1005,0,8.453,0.467
2024-11-27 08:00:00,40.094,0.665,24.427,13.745,4.107,96.72,1005,0,24.601,0.45
2024-11-27 08:01:00,40.413,0.233,24.89,13.775,4.122,96.725,1005,0,60.423,0.4
2024-11-27 08:02:00,39.68,0.2,24.67,13.783,4.137,96.73,1005,0,66.468,0.35
2024-11-27 08:03:00,39.043,2.095,25.03,13.835,4.147,96.735,1005,0,70.5,0.1
2024-11-27 08:04:00,38.82,2.361,25.29,13.84,4.156,96.74,1005,0,45,0.05
2024-11-27 08:05:00,41.051,1.497,24.79,13.817,4.159,96.725,1005,0,33.598,0.483
2024-11-27 08:06:00,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
2024-11-27 08:07:00,38.597,3.325,24.605,14.045,4.162,96.7,1005,0,65.081,0.217
2024-11-27 08:08:00,36.366,3.225,24.475,14.185,4.162,96.69,1005,0,41.584,0.283
2024-11-27 08:09:00,34.134,2.029,24.27,14.183,4.159,96.67,1005,0,19.984,0.367
2024-11-27 08:10:00,34.708,2.128,23.988,14.06,4.156,96.65,1005,0,2.994,0.183
2024-11-27 08:11:00,34.453,0.266,25.042,13.987,4.142,96.63,1005,0,20.067,0.433
2024-11-27 08:12:00,32.158,-0.067,26.128,14.013,4.127,96.61,1005,0,52.125,0.317
2024-11-27 08:13:00,32.286,0.2,26.725,14.002,4.109,96.585,1005,0,22.204,0.55
2024-11-27 08:14:00,33.178,0.1,26.787,13.92,4.09,96.56,1005,0,31.803,0.65
2024-11-27 08:15:00,33.274,-0.798,27.152,13.883,4.072,96.555,1005,0,25.109,0.483
2024-11-27 08:16:00,31.266,0.299,26.538,13.807,4.053,96.55,1005,0,21.55,0.667
2024-11-27 08:17:00,29.609,2.793,24.803,13.563,4.037,96.545,1005,0,29.855,0.35
2024-11-27 08:18:00,29.45,1.663,23.025,13.265,4.021,96.54,1005,0,32.751,0.267
2024-11-27 08:19:00,29.226,0.831,21.815,13.093,4,96.535,1005,0,45.124,0.533
2024-11-27 08:20:00,30.246,0.831,20.51,13.043,3.979,96.53,1005,0,42.523,0.317
2024-11-27 08:21:00,32.223,1.231,19.23,13.007,3.972,96.535,1005,0,41.905,0.45
2024-11-27 08:22:00,31.426,1.496,18.715,12.953,3.964,96.54,1005,0,8.131,0.117
2024-11-27 08:23:00,29.959,0.798,18.78,12.97,3.958,96.55,1005,0,9.617,0.35
2024-11-27 08:24:00,29.673,0.798,19.05,13.045,3.951,96.56,1005,0,20.721,0.333
2024-11-27 08:25:00,28.111,1.596,19.36,13.01,3.951,96.57,1005,0,40.905,0.367
2024-11-27 08:26:00,26.358,0.333,20.505,12.985,3.951,96.58,1005,0,33.067,0.383
2024-11-27 08:27:00,26.645,0.466,22.04,13.025,3.951,96.59,1005,0,75.708,0.367
2024-11-27 08:28:00,26.995,0.732,23.375,13.025,3.951,96.6,1005,0,78.882,0.417
2024-11-27 08:29:00,29.672,0.865,24.407,13.077,3.959,96.605,1005,0,74.598,0.467
2024-11-27 08:30:00,32.605,0.798,25.72,13.193,3.966,96.61,1005,0,61.589,0.167
2024-11-27 08:31:00,31.33,2.56,26.337,13.188,3.962,96.605,1005,0,66.316,0.317
2024-11-27 08:32:00,29.832,1.696,25.678,13.032,3.957,96.6,1005,0,79.21,0.467
2024-11-27 08:33:00,30.884,1.397,23.867,12.777,3.945,96.59,1005,0,66.531,0.467
2024-11-27 08:34:00,31.84,1.264,21.908,12.415,3.932,96.58,1005,0,74.851,0.433
2024-11-27 08:35:00,32.063,1.995,20.645,11.968,3.912,96.56,1005,0,56.032,0.25
2024-11-27 08:36:00,31.712,0.931,20.002,11.647,3.892,96.54,1005,0,66.507,0.2
2024-11-27 08:37:00,29.29,1.164,19.252,11.332,3.867,96.525,1005,0,56.5,0.55
2024-11-27 08:38:00,31.234,3.359,18.915,11.145,3.842,96.51,1005,0,67.594,0.533
2024-11-27 08:39:00,31.203,1.663,19.295,11.108,3.819,96.505,1005,0,68.565,0.483
2024-11-27 08:40:00,30.087,1.43,19.912,11.182,3.795,96.5,1005,0,83.349,0.417
2024-11-27 08:41:00,29.736,0.732,20.345,11.318,3.78,96.5,1005,0,80.25,0.467
2024-11-27 08:42:00,31.043,0.2,21.022,11.523,3.764,96.5,1005,0,75.374,0.45
2024-11-27 08:43:00,32.923,2.793,21.56,11.635,3.761,96.51,1005,0,79.213,0.35
2024-11-27 08:44:00,33.689,2.394,22.44,11.725,3.758,96.52,1005,0,53.384,0.317
2024-11-27 08:45:00,32.222,1.63,22.47,11.87,3.766,96.535,1005,0,54.279,0.117
2024-11-27 08:46:00,31.426,3.458,21.02,12.03,3.774,96.55,1005,0,38.876,0.333
2024-11-27 08:47:00,30.183,2.095,19.35,12.025,3.791,96.575,1005,0,15.1,0.4
2024-11-27 08:48:00,33.88,3.093,19.017,12.043,3.808,96.6,1005,0,1.748,0.333
2024-11-27 08:49:00,36.493,2.062,19.587,12.273,3.827,96.61,1005,0,359.581,0.467
2024-11-27 08:50:00,34.358,2.062,19.947,12.582,3.845,96.62,1005,0,4.737,0.467
2024-11-27 08:51:00,33.21,2.993,20.243,12.847,3.865,96.635,1005,0,21.062,0.583
2024-11-27 08:52:00,31.457,1.729,21.577,13.24,3.884,96.65,1005,0,16.88,0.55
2024-11-27 08:53:00,30.852,1.064,24.103,13.737,3.894,96.657,1005,0,7.716,0.583
2024-11-27 08:54:00,29.577,0.632,24.942,13.872,3.915,96.67,1005,0,359.637,0.417
2024-11-27 08:55:00,27.091,1.33,24.212,13.78,3.923,96.67,1005,0,356.629,0.667
